Episode;AvgDrag;AvgLift;AvgRecircArea;EnvNum;EpiReward
1;-1.0469931364059448;-0.27144306898117065;1.1424121856689453;0;0
1;-0.9401529431343079;-0.44391295313835144;2.024275779724121;3;0
1;-1.0138740539550781;-0.4354511797428131;1.0020242929458618;16;0
1;-1.0968087911605835;-0.11261361092329025;1.6324888467788696;4;0
1;-0.9955040216445923;-0.32357996702194214;1.9519709348678589;8;0
1;-1.027218222618103;-0.35654956102371216;1.0591248273849487;15;0
1;-1.0777937173843384;-0.16938920319080353;1.2754563093185425;13;0
1;-1.0736002922058105;-0.6898879408836365;0.6050769090652466;34;0
1;-0.9822534322738647;-0.3517318367958069;1.9870524406433105;7;0
1;-1.1332452297210693;-0.6132020950317383;0.5134561061859131;37;0
1;-1.0046676397323608;-0.5595255494117737;0.8890241384506226;38;0
1;-1.1052987575531006;-0.0945279598236084;1.586102843284607;10;0
1;-1.1100387573242188;-0.08431790769100189;1.4858676195144653;33;0
1;-1.0726706981658936;-0.18469107151031494;1.2359260320663452;18;0
1;-1.092053771018982;-0.12949307262897491;1.3439946174621582;9;0
1;-1.095165491104126;-0.12127237766981125;1.3532428741455078;21;0
1;-1.0484200716018677;-0.26607418060302734;1.1507705450057983;30;0
1;-1.0251566171646118;-0.6817368268966675;0.7236658334732056;17;0
1;-1.004982590675354;-0.5793008804321289;0.8659388422966003;35;0
1;-1.0284702777862549;-0.25459226965904236;1.8633877038955688;14;0
1;-1.108619213104248;-0.08734669536352158;1.5643024444580078;12;0
1;-1.0480494499206543;-0.6993191838264465;0.6674994826316833;39;0
1;-1.0943591594696045;-0.12338637560606003;1.3532428741455078;36;0
1;-1.0794281959533691;-0.14902345836162567;1.741487979888916;31;0
1;-1.0114250183105469;-0.2901116609573364;1.9465357065200806;43;0
1;-0.9303950071334839;-0.46611255407333374;2.00779390335083;28;0
1;-1.102198839187622;-0.10116816312074661;1.6165271997451782;26;0
1;-1.0167001485824585;-0.6621443033218384;0.7621864676475525;48;0
1;-1.0985634326934814;-0.10889928042888641;1.6326453685760498;32;0
1;-1.0073096752166748;-0.6139354705810547;0.8266286253929138;45;0
1;-1.0504270792007446;-0.2586546242237091;1.157972812652588;27;0
1;-0.9623434543609619;-0.3947111964225769;2.0255229473114014;1;0
1;-1.1041260957717896;-0.6574246883392334;0.5543023347854614;19;0
1;-1.0059187412261963;-0.5165417790412903;0.9245551824569702;41;0
1;-1.26887047290802;-0.34013882279396057;0.38649097084999084;24;0
1;-1.004758596420288;-0.5481855869293213;0.8991251587867737;2;0
1;-1.0397034883499146;-0.30022791028022766;1.1282479763031006;22;0
1;-1.024849772453308;-0.2621159553527832;1.8715838193893433;40;0
1;-1.09295654296875;-0.12073633074760437;1.6781553030014038;29;0
1;-1.0053753852844238;-0.5888420343399048;0.8445215225219727;20;0
1;-1.0215542316436768;-0.6747885942459106;0.7318463325500488;44;0
1;-1.0507144927978516;-0.25760412216186523;1.157972812652588;46;0
1;-1.0822902917861938;-0.14306232333183289;1.7202763557434082;47;0
1;-1.1072511672973633;-0.09093532711267471;1.4289041757583618;51;0
1;-0.9605158567428589;-0.39870572090148926;2.0260870456695557;42;0
1;-1.008971095085144;-0.2952488362789154;1.9394434690475464;53;0
1;-1.1920098066329956;-0.5008811354637146;0.44649559259414673;49;0
1;-0.9934768080711365;-0.32786738872528076;1.9494909048080444;55;0
1;-1.0785833597183228;-0.16707885265350342;1.284256100654602;54;0
1;-1.0574461221694946;-0.6983813047409058;0.6353562474250793;23;0
1;-1.0977978706359863;-0.11052096635103226;1.6244771480560303;25;0
1;-0.9358763098716736;-0.453594446182251;2.0098793506622314;52;0
1;-1.2772433757781982;-0.32369402050971985;0.3786531984806061;56;0
1;-0.9250466823577881;-0.47845327854156494;1.9901994466781616;58;0
1;-1.030869483947754;-0.24961142241954803;1.8633877038955688;50;0
1;-1.0942906141281128;-0.11792781203985214;1.6698055267333984;57;0
1;-1.063489556312561;-0.1820881962776184;1.7737632989883423;62;0
1;-1.0394287109375;-0.30136218667030334;1.1272906064987183;63;0
