Episode;Step;State
1;375;-0.2835686370318137
1;375;-0.286246665508868
1;375;-0.2879994716669946
1;375;-0.28697661086833776
1;375;-0.2766697253892076
1;375;0.029680483043193817
1;375;0.09754467755556107
1;500;-0.5008060701415915
1;500;-0.42180461249792
1;500;-0.40757749546733135
1;500;-0.39786350664794556
1;500;-0.38965389389896077
1;500;-0.38144428114997597
1;500;-0.37582772520364993
1;500;-0.3728042260599085
1;500;-0.36978072691616704
1;500;-0.3673370654563577
1;500;-0.3666329170482072
1;500;-0.36592876864005663
1;500;-0.3652246202319351
1;500;-0.3657899097673285
1;500;-0.36635519930272203
1;500;-0.3669204888381155
1;500;-0.36795943452650925
1;500;-0.36915626559920933
1;500;-0.37035309667190947
1;500;-0.3717733227182063
1;500;-0.37341694373806283
1;500;-0.3750605647579193
1;500;-0.3767757697447713
1;500;-0.3787057266325518
1;500;-0.3806356835203323
1;500;-0.38256564040812996
1;500;-0.3847824329027011
1;500;-0.3869992253972723
1;500;-0.3892160178918434
1;500;-0.3916611863142767
1;500;-0.3941824800459694
1;500;-0.3967037737776622
1;500;-0.39940549732892056
1;500;-0.402287650699688
1;500;-0.40516980407045555
1;500;-0.408156566304585
1;500;-0.4114571551286828
1;500;-0.41475774395278053
1;500;-0.4180583327769042
1;500;-0.4217796107289446
1;500;-0.4255008886809851
1;500;-0.42922216663302554
1;500;-0.43326483483283806
1;500;-0.43741463311521145
1;500;-0.4415644313975848
1;500;-0.4459192779252354
1;500;-0.450479172698127
1;500;-0.4550390674710186
1;500;-0.4596847554397683
1;500;-0.464587822996045
1;500;-0.46949089055232157
1;500;-0.47439395810860374
1;500;-0.47950887071805365
1;500;-0.4846237833275035
1;500;-0.48973869593695346
1;500;-0.49492167503770024
1;500;-0.5001273429688774
1;500;-0.5053330109000544
1;500;-0.5101758420181246
1;500;-0.5146558363230994
1;500;-0.5191358306280742
1;500;-0.522717562234051
1;500;-0.5236045057430333
1;500;-0.5011306551662974
1;500;0.05307943373918533
1;500;0.09750548750162125
1;625;-0.3731318554870094
1;625;-0.29135568024142133
1;625;-0.2763522724314393
1;625;-0.26596853288345107
1;625;-0.25712468275612743
1;625;-0.2482808326288039
1;625;-0.2419684493105352
1;625;-0.23818753280124907
1;625;-0.23440661629196294
1;625;-0.2312055942076069
1;625;-0.22974425539790372
1;625;-0.22828291658820055
1;625;-0.22682157777852974
1;625;-0.22677976698710736
1;625;-0.226737956195685
1;625;-0.2266961454042626
1;625;-0.22729534221294154
1;625;-0.22810820822161762
1;625;-0.2289210742302938
1;625;-0.23006675626634562
1;625;-0.23154525432971823
1;625;-0.2330237523930908
1;625;-0.23461766528742287
1;625;-0.23655782267453995
1;625;-0.238497980061657
1;625;-0.24043813744879902
1;625;-0.242795858297653
1;625;-0.24515357914650687
1;625;-0.24751129999536078
1;625;-0.25015905034612945
1;625;-0.2529034771975007
1;625;-0.25564790404887205
1;625;-0.2585916364627853
1;625;-0.26173467443917836
1;625;-0.2648777124155714
1;625;-0.2681209617539079
1;625;-0.27166484517796224
1;625;-0.27520872860201656
1;625;-0.27875261202609153
1;625;-0.28263173957109855
1;625;-0.28651086711610557
1;625;-0.29038999466111265
1;625;-0.294474221159596
1;625;-0.29862681397588575
1;625;-0.3027794067921756
1;625;-0.30701980321432276
1;625;-0.3113480032423118
1;625;-0.3156762032703008
1;625;-0.32001580927394147
1;625;-0.3243896332045305
1;625;-0.3287634571351195
1;625;-0.33313728106570445
1;625;-0.3373592662572712
1;625;-0.34158125144883794
1;625;-0.34580323664040463
1;625;-0.34977953588120786
1;625;-0.35367393980509765
1;625;-0.35756834372898744
1;625;-0.36098057021045166
1;625;-0.36391061924950563
1;625;-0.36684066828855966
1;625;-0.36890331160696355
1;625;-0.36836373776341685
1;625;-0.3579879145911839
1;625;0.030475996434688568
1;625;0.0961155965924263
1;750;-0.49736672099613755
1;750;-0.40657809721426036
1;750;-0.38800008819157367
1;750;-0.37547433989439405
1;750;-0.3649660118390502
1;750;-0.35445768378370635
1;750;-0.3466416567486654
1;750;-0.3415179307338506
1;750;-0.3363942047190357
1;750;-0.3318593947243338
1;750;-0.32909133278983155
1;750;-0.3263232708553293
1;750;-0.3235552089208624
1;750;-0.3223387342249706
1;750;-0.3211222595290788
1;750;-0.319905784833187
1;750;-0.3195039289310459
1;750;-0.31937361262677516
1;750;-0.31924329632250453
1;750;-0.3195689708101057
1;750;-0.32035063608950337
1;750;-0.3211323013689011
1;750;-0.3220833691909729
1;750;-0.32354264464093035
1;750;-0.3250019200908877
1;750;-0.3264611955408798
1;750;-0.32850173387714016
1;750;-0.3305422722134004
1;750;-0.3325828105496607
1;750;-0.3349861912417701
1;750;-0.3375105193857846
1;750;-0.34003484752979907
1;750;-0.3427844815208421
1;750;-0.3457594213588433
1;750;-0.3487343611968445
1;750;-0.3518085046434986
1;750;-0.35518025891600014
1;750;-0.35855201318850166
1;750;-0.36192376746102134
1;750;-0.36558898105397114
1;750;-0.369254194646921
1;750;-0.3729194082398708
1;750;-0.3767376527854774
1;750;-0.38060690764862193
1;750;-0.3844761625117666
1;750;-0.3883924647600156
1;750;-0.39235581439336065
1;750;-0.3963191640267057
1;750;-0.40027473549498005
1;750;-0.4042069724680466
1;750;-0.40813920944111304
1;750;-0.41207144641417487
1;750;-0.41582421560032473
1;750;-0.4195769847864747
1;750;-0.42332975397262457
1;750;-0.4268427283304787
1;750;-0.4302757710789084
1;750;-0.43370881382733806
1;750;-0.4366786571100212
1;750;-0.43918530092697255
1;750;-0.4416919447439239
1;750;-0.44327269206509895
1;750;-0.44207574989894477
1;750;-0.42480534902617373
1;750;0.0438966229557991
1;750;0.08204571157693863
1;875;-0.3112195244474585
1;875;-0.22051637220573453
1;875;-0.17903016586457612
1;875;-0.15350370799092652
1;875;-0.1332971662731132
1;875;-0.11309062455529992
1;875;-0.09711175906843433
1;875;-0.08536056981239579
1;875;-0.07360938055635723
1;875;-0.06272259562407677
1;875;-0.05442902366286593
1;875;-0.04613545170165509
1;875;-0.0378418797404985
1;875;-0.031928376933035074
1;875;-0.02601487412557166
1;875;-0.02010137131810824
1;875;-0.015508291744439103
1;875;-0.011355353248626151
1;875;-0.007202414752813202
1;875;-0.0037960734176352715
1;875;-0.0011363292429691096
1;875;0.0015234149316970525
1;875;0.0038959422450074357
1;875;0.00540681897448262
1;875;0.006917695703957803
1;875;0.008428572433375381
1;875;0.008975362826997364
1;875;0.009522153220619342
1;875;0.010068943614241321
1;875;0.010043043859650505
1;875;0.009826247389058997
1;875;0.009609450918467486
1;875;0.009057868698723463
1;875;0.008171500729931664
1;875;0.0072851327611398635
1;875;0.006272319318835187
1;875;0.004880169456134115
1;875;0.003488019593433031
1;875;0.002095869730709431
1;875;0.0003379889841639859
1;875;-0.0014198917623814596
1;875;-0.003177772508926917
1;875;-0.00511433131848891
1;875;-0.0071104494823731705
1;875;-0.00910656764625743
1;875;-0.011157137351037122
1;875;-0.01326215859670261
1;875;-0.015367179842368081
1;875;-0.01746404581394212
1;875;-0.019536445963246392
1;875;-0.021608846112550657
1;875;-0.02368124626185089
1;875;-0.025600813294376166
1;875;-0.027520380326901458
1;875;-0.029439947359426743
1;875;-0.031113524877778242
1;875;-0.03270510589141278
1;875;-0.03429668690504732
1;875;-0.03542708784279814
1;875;-0.036096308704679975
1;875;-0.0367655295665618
1;875;-0.036423955911146236
1;875;-0.033049998703838464
1;875;-0.016344626838594806
1;875;0.041590653359889984
1;875;-0.04942340776324272
1;1000;-0.7588670783502086
1;1000;-0.7262057065899015
1;1000;-0.7023495610214392
1;1000;-0.6882144295349577
1;1000;-0.6773196360758029
1;1000;-0.6664248426166482
1;1000;-0.6567811016214964
1;1000;-0.6483884130903114
1;1000;-0.6399957245591263
1;1000;-0.6316991047981328
1;1000;-0.6236906913476915
1;1000;-0.6156822778972503
1;1000;-0.6076738644468207
1;1000;-0.6001834952064803
1;1000;-0.5926931259661399
1;1000;-0.5852027567257995
1;1000;-0.578243088582062
1;1000;-0.5714603208038284
1;1000;-0.5646775530255949
1;1000;-0.5583367676578612
1;1000;-0.5524379647005544
1;1000;-0.5465391617432477
1;1000;-0.5408771170220569
1;1000;-0.5359253470090232
1;1000;-0.5309735769959893
1;1000;-0.5260218069830127
1;1000;-0.5220270009268279
1;1000;-0.5180321948706429
1;1000;-0.514037388814458
1;1000;-0.5107051646096641
1;1000;-0.5075938010219192
1;1000;-0.5044824374341742
1;1000;-0.5017971380103661
1;1000;-0.49953790275036153
1;1000;-0.4972786674903569
1;1000;-0.495200084608983
1;1000;-0.49366345886329766
1;1000;-0.4921268331176123
1;1000;-0.49059020737196224
1;1000;-0.4896276477186004
1;1000;-0.4886650880652386
1;1000;-0.4877025284118768
1;1000;-0.48708502195726155
1;1000;-0.4865825332355299
1;1000;-0.4860800445137982
1;1000;-0.4857465495363059
1;1000;-0.48558204830302326
1;1000;-0.48541754706974055
1;1000;-0.48529934159034827
1;1000;-0.48532002337260155
1;1000;-0.4853407051548547
1;1000;-0.4853613869371101
1;1000;-0.48546398847658995
1;1000;-0.48556659001606983
1;1000;-0.4856691915555496
1;1000;-0.4856954709096744
1;1000;-0.48569630953535
1;1000;-0.4856971481610255
1;1000;-0.4852421357695964
1;1000;-0.4843312723610774
1;1000;-0.48342040895255833
1;1000;-0.4811644668473623
1;1000;-0.47487328865213524
1;1000;-0.45084391291294856
1;1000;0.0609864667057991
1;1000;-0.057684481143951416
1;1125;-0.634395357950675
1;1125;-0.610248237581707
1;1125;-0.5901434220777233
1;1125;-0.5802002877749037
1;1125;-0.5736443805391389
1;1125;-0.5670884733033741
1;1125;-0.5616967659765573
1;1125;-0.5574692585586549
1;1125;-0.5532417511407526
1;1125;-0.5489082146084384
1;1125;-0.5442565907329135
1;1125;-0.5396049668573886
1;1125;-0.5349533429818547
1;1125;-0.5299059406012294
1;1125;-0.5248585382206041
1;1125;-0.5198111358399791
1;1125;-0.5145845175863379
1;1125;-0.5092981607083682
1;1125;-0.5040118038303987
1;1125;-0.49871231145933936
1;1125;-0.49339968359519254
1;1125;-0.48808705573104566
1;1125;-0.48283641634627616
1;1125;-0.4777717423995887
1;1125;-0.4727070684529011
1;1125;-0.46764239450624046
1;1125;-0.463026956726502
1;1125;-0.4584115189467634
1;1125;-0.45379608116702486
1;1125;-0.44960274145229573
1;1125;-0.4455501010925178
1;1125;-0.44149746073273993
1;1125;-0.4377763952653986
1;1125;-0.4343869046903899
1;1125;-0.43099741411538117
1;1125;-0.42777001813284043
1;1125;-0.4250289059275214
1;1125;-0.42228779372220226
1;1125;-0.4195466815169192
1;1125;-0.41739145433678787
1;1125;-0.4152362271566566
1;1125;-0.4130809999765252
1;1125;-0.4113185381027372
1;1125;-0.4096869979976939
1;1125;-0.40805545789265063
1;1125;-0.4066408158220866
1;1125;-0.4054430717859636
1;1125;-0.4042453277498406
1;1125;-0.4031200702145254
1;1125;-0.4022122721815933
1;1125;-0.4013044741486611
1;1125;-0.40039667611573343
1;1125;-0.39966197189291475
1;1125;-0.39892726767009595
1;1125;-0.39819256344727727
1;1125;-0.39742296741100935
1;1125;-0.3966417407702594
1;1125;-0.39586051412950946
1;1125;-0.3945933803414806
1;1125;-0.39284033940618834
1;1125;-0.3910872984708961
1;1125;-0.3879008693113954
1;1125;-0.380414275479269
1;1125;-0.35929295234040004
1;1125;0.05384097248315811
1;1125;-0.06463134288787842
1;1250;-0.660541895249548
1;1250;-0.6396428172761043
1;1250;-0.6199177081364105
1;1250;-0.6109063170793322
1;1250;-0.6054661653831257
1;1250;-0.6000260136869192
1;1250;-0.596024219536637
1;1250;-0.5934607829322379
1;1250;-0.5908973463278387
1;1250;-0.5882631256835869
1;1250;-0.5854165529197934
1;1250;-0.582569980156
1;1250;-0.5797234073921963
1;1250;-0.5764211619075476
1;1250;-0.5731189164228986
1;1250;-0.5698166709382498
1;1250;-0.5661479494256826
1;1250;-0.5623570692371632
1;1250;-0.5585661890486439
1;1250;-0.5545834924512245
1;1250;-0.5504089794449367
1;1250;-0.546234466438649
1;1250;-0.5420208677793166
1;1250;-0.537690012160882
1;1250;-0.5333591565424473
1;1250;-0.5290283009240164
1;1250;-0.5247627257237429
1;1250;-0.5204971505234692
1;1250;-0.5162315753231956
1;1250;-0.5121542723223202
1;1250;-0.508139726721221
1;1250;-0.5041251811201218
1;1250;-0.5003223714212255
1;1250;-0.49673129762446566
1;1250;-0.4931402238277058
1;1250;-0.4896744746495435
1;1250;-0.4865846993270322
1;1250;-0.48349492400452077
1;1250;-0.4804051486820428
1;1250;-0.47785627111109114
1;1250;-0.47530739354013957
1;1250;-0.4727585159691879
1;1250;-0.4706223776225803
1;1250;-0.46862381901738237
1;1250;-0.4666252604121845
1;1250;-0.46488815085903684
1;1250;-0.4634124903578933
1;1250;-0.4619368298567497
1;1250;-0.46056621308992723
1;1250;-0.4595107275260096
1;1250;-0.4584552419620919
1;1250;-0.457399756398183
1;1250;-0.4566769965161961
1;1250;-0.4559542366342092
1;1250;-0.45523147675222225
1;1250;-0.45458290379115596
1;1250;-0.4539590598037276
1;1250;-0.4533352158162991
1;1250;-0.45223267536367684
1;1250;-0.45065143844587596
1;1250;-0.44907020152807514
1;1250;-0.4460445211725842
1;1250;-0.4386855105040227
1;1250;-0.4092285366680844
1;1250;0.06191370636224747
1;1250;-0.06785936653614044
1;1375;-0.8069517492704216
1;1375;-0.7750031646087863
1;1375;-0.7661802048291065
1;1375;-0.7627886316453617
1;1375;-0.7612075206602618
1;1375;-0.7596264096751617
1;1375;-0.7589354931735331
1;1375;-0.7591347711553502
1;1375;-0.7593340491371672
1;1375;-0.7593912826992566
1;1375;-0.7590223830021972
1;1375;-0.7586534833051376
1;1375;-0.7582845836080612
1;1375;-0.7571766066441377
1;1375;-0.7560686296802143
1;1375;-0.7549606527162908
1;1375;-0.75328633566246
1;1375;-0.7514232385786922
1;1375;-0.7495601414949243
1;1375;-0.747364342833148
1;1375;-0.7448358425934181
1;1375;-0.742307342353688
1;1375;-0.7396644865485968
1;1375;-0.7366785640475151
1;1375;-0.7336926415464332
1;1375;-0.7307067190453367
1;1375;-0.7274739905410541
1;1375;-0.7242412620367714
1;1375;-0.7210085335324888
1;1375;-0.7177453157133877
1;1375;-0.7144719347893509
1;1375;-0.711198553865314
1;1375;-0.7079958437292846
1;1375;-0.7048638043812406
1;1375;-0.7017317650331965
1;1375;-0.6986710390557552
1;1375;-0.6958242531900425
1;1375;-0.6929774673243294
1;1375;-0.6901306814586401
1;1375;-0.6876655821337975
1;1375;-0.6852004828089551
1;1375;-0.6827353834841126
1;1375;-0.6806044228349639
1;1375;-0.6785848417443491
1;1375;-0.6765652606537341
1;1375;-0.6747788426098859
1;1375;-0.6732255876127632
1;1375;-0.6716723326156404
1;1375;-0.6702214175789033
1;1375;-0.6690775224232661
1;1375;-0.667933627267629
1;1375;-0.6667897321120007
1;1375;-0.6659838216784253
1;1375;-0.66517791124485
1;1375;-0.6643720008112747
1;1375;-0.6636482730965916
1;1375;-0.6629519396215365
1;1375;-0.6622556061464816
1;1375;-0.6611055686042945
1;1375;-0.6595018269949899
1;1375;-0.6578980853856853
1;1375;-0.6549439796872422
1;1375;-0.6479387817213835
1;1375;-0.6218500719598343
1;1375;0.052575044333934784
1;1375;0.021799825131893158
1;1500;-0.6480413650210081
1;1500;-0.6069588642532545
1;1500;-0.6022572697065438
1;1500;-0.5995326069865711
1;1500;-0.5974669215421778
1;1500;-0.5954012360977845
1;1500;-0.5946053186822583
1;1500;-0.5950791692955628
1;1500;-0.5955530199088673
1;1500;-0.5961078210054324
1;1500;-0.5969054735517599
1;1500;-0.5977031260980875
1;1500;-0.5985007786444089
1;1500;-0.5990270759281473
1;1500;-0.5995533732118857
1;1500;-0.6000796704956242
1;1500;-0.6002422177773991
1;1500;-0.6002835150585399
1;1500;-0.6003248123396809
1;1500;-0.6001068167699102
1;1500;-0.5996295283492705
1;1500;-0.5991522399286309
1;1500;-0.5985641423563272
1;1500;-0.5976436173291214
1;1500;-0.5967230923019157
1;1500;-0.5958025672746913
1;1500;-0.5945692000245828
1;1500;-0.5933358327744742
1;1500;-0.5921024655243657
1;1500;-0.5907433303801287
1;1500;-0.5893422726045309
1;1500;-0.5879412148289329
1;1500;-0.5865263456767447
1;1500;-0.5850976651479703
1;1500;-0.583668984619196
1;1500;-0.582267848963215
1;1500;-0.5809493479255827
1;1500;-0.5796308468879504
1;1500;-0.5783123458503316
1;1500;-0.5772147757342105
1;1500;-0.5761172056180894
1;1500;-0.5750196355019683
1;1500;-0.574149272671958
1;1500;-0.5733546456039635
1;1500;-0.5725600185359692
1;1500;-0.5719427909574314
1;1500;-0.571502962868319
1;1500;-0.5710631347792066
1;1500;-0.570709881887103
1;1500;-0.5706163545859779
1;1500;-0.5705228272848527
1;1500;-0.5704292999837358
1;1500;-0.5706521459433349
1;1500;-0.5708749919029339
1;1500;-0.5710978378625329
1;1500;-0.5714285385322588
1;1500;-0.5717951907720236
1;1500;-0.5721618430117882
1;1500;-0.5721816378061835
1;1500;-0.5718545751552202
1;1500;-0.571527512504257
1;1500;-0.570187634706978
1;1500;-0.5658093114707511
1;1500;-0.5423180645689144
1;1500;0.04057248681783676
1;1500;0.09008076041936874
1;1625;-0.4987814688046781
1;1625;-0.4294620862263591
1;1625;-0.4193211870433657
1;1625;-0.41253598425288085
1;1625;-0.40686934692656546
1;1625;-0.4012027096002501
1;1625;-0.39768735319539283
1;1625;-0.3963232777119322
1;1625;-0.39495920222847153
1;1625;-0.3939590830089518
1;1625;-0.3940508325811689
1;1625;-0.394142582153386
1;1625;-0.3942343317256134
1;1625;-0.39477711172581775
1;1625;-0.39531989172602205
1;1625;-0.3958626717262264
1;1625;-0.39638485856462957
1;1625;-0.3969001810157668
1;1625;-0.3974155034669041
1;1625;-0.39784330939689166
1;1625;-0.39818359880574383
1;1625;-0.39852388821459594
1;1625;-0.39880559374506397
1;1625;-0.398911547640427
1;1625;-0.39901750153579
1;1625;-0.3991234554311418
1;1625;-0.39904157538940577
1;1625;-0.3989596953476695
1;1625;-0.39887781530593347
1;1625;-0.39870973097152157
1;1625;-0.398512911872895
1;1625;-0.3983160927742684
1;1625;-0.39810610468714097
1;1625;-0.39788294761151677
1;1625;-0.3976597905358925
1;1625;-0.3974533104146336
1;1625;-0.39729686115645196
1;1625;-0.3971404118982702
1;1625;-0.3969839626400985
1;1625;-0.3969904783455105
1;1625;-0.3969969940509226
1;1625;-0.3970035097563346
1;1625;-0.3971870389462536
1;1625;-0.3974295726309919
1;1625;-0.3976721063157302
1;1625;-0.39806227662310273
1;1625;-0.39860008355308335
1;1625;-0.39913789048306403
1;1625;-0.39975319697402883
1;1625;-0.40060100214790306
1;1625;-0.40144880732177707
1;1625;-0.40229661249565946
1;1625;-0.40345878664527157
1;1625;-0.4046209607948837
1;1625;-0.4057831349444957
1;1625;-0.4070772333747505
1;1625;-0.40841530656521535
1;1625;-0.4097533797556802
1;1625;-0.41081275595953254
1;1625;-0.41159343517678115
1;1625;-0.41237411439402993
1;1625;-0.4123532311378508
1;1625;-0.40992766046138834
1;1625;-0.38565393133787285
1;1625;0.037847720086574554
1;1625;0.0972859337925911
1;1750;-0.451754883114655
1;1750;-0.37154786175601656
1;1750;-0.35768817162316346
1;1750;-0.34809576289112776
1;1750;-0.33992578129269785
1;1750;-0.33175579969426794
1;1750;-0.3260397404737846
1;1750;-0.32277760363117763
1;1750;-0.3195154667885707
1;1750;-0.3167387449596251
1;1750;-0.31541826817154894
1;1750;-0.3140977913834727
1;1750;-0.31277731459541636
1;1750;-0.3123257240432971
1;1750;-0.31187413349117793
1;1750;-0.31142254293905874
1;1750;-0.31117772178760206
1;1750;-0.3110018237696878
1;1750;-0.3108259257517736
1;1750;-0.3106896173209557
1;1750;-0.31059289847722743
1;1750;-0.3104961796334992
1;1750;-0.3103867010280926
1;1750;-0.31023894313766176
1;1750;-0.3100911852472308
1;1750;-0.30994342735679675
1;1750;-0.30974312048357616
1;1750;-0.30954281361035557
1;1750;-0.309342506737135
1;1750;-0.3091277900304475
1;1750;-0.3089082700459394
1;1750;-0.3086887500614314
1;1750;-0.3084856288061626
1;1750;-0.308298906280128
1;1750;-0.3081121837540933
1;1750;-0.3079470300284634
1;1750;-0.30784658270402343
1;1750;-0.3077461353795834
1;1750;-0.3076456880551528
1;1750;-0.307698155035844
1;1750;-0.30775062201653525
1;1750;-0.3078030889972264
1;1750;-0.30800571399122645
1;1750;-0.3082583916563153
1;1750;-0.3085110693214043
1;1750;-0.30888158531642346
1;1750;-0.30936993964135195
1;1750;-0.3098582939662805
1;1750;-0.3104050596781933
1;1750;-0.31112705955102626
1;1750;-0.3118490594238592
1;1750;-0.31257105929669765
1;1750;-0.3135048329355911
1;1750;-0.3144386065744847
1;1750;-0.31537238021337816
1;1750;-0.3163634983971358
1;1750;-0.31737373142917963
1;1750;-0.3183839644612235
1;1750;-0.31917589569839716
1;1750;-0.31974952514070754
1;1750;-0.32032315458301797
1;1750;-0.3204578881252049
1;1750;-0.3192759339670215
1;1750;-0.30620446511567606
1;1750;0.011338159441947937
1;1750;0.09827657788991928
1;1875;-0.5515768042478816
1;1875;-0.46706882268255767
1;1875;-0.45164977753956803
1;1875;-0.44100663232867016
1;1875;-0.4319554537618029
1;1875;-0.42290427519493556
1;1875;-0.41638328112470524
1;1875;-0.41239247155103953
1;1875;-0.4084016619773739
1;1875;-0.4049166799255513
1;1875;-0.40294918043913847
1;1875;-0.40098168095272557
1;1875;-0.3990141814663358
1;1875;-0.3980591437554535
1;1875;-0.3971041060445711
1;1875;-0.39614906833368874
1;1875;-0.3955124755612997
1;1875;-0.3949820311017236
1;1875;-0.3944515866421475
1;1875;-0.3940323754649325
1;1875;-0.39372439757006017
1;1875;-0.39341641967518787
1;1875;-0.39312558467561326
1;1875;-0.3928861783619182
1;1875;-0.39264677204822307
1;1875;-0.3924073657345308
1;1875;-0.39221567554514747
1;1875;-0.3920239853557641
1;1875;-0.3918322951663808
1;1875;-0.39168906141615023
1;1875;-0.39156197981229784
1;1875;-0.3914348982084455
1;1875;-0.3913606997122444
1;1875;-0.3913393843236782
1;1875;-0.39131806893511195
1;1875;-0.3913328247667096
1;1875;-0.3914557942587581
1;1875;-0.3915787637508066
1;1875;-0.39170173324286695
1;1875;-0.3920178684621868
1;1875;-0.3923340036815066
1;1875;-0.39265013890082645
1;1875;-0.39313787295634484
1;1875;-0.39368280662391353
1;1875;-0.3942277402914823
