Episode;AvgDrag;AvgLift;AvgRecircArea
1;-1.102198839187622;-0.10116816312074661;1.6165271997451782
2;-0.9572929513454437;-0.3272233748858993;2.4392516776943207
3;-0.8847141484689712;-0.08988249908481381;3.4234737462329865
4;-0.8754319990277291;-0.025065696821468135;3.443838225107193
5;-0.8707387929844856;0.1265389910536035;3.1144053853940963
6;-0.873442758231163;0.05473046020998878;3.400807074542046
7;-0.864081754090786;0.14004926345635763;3.421358241903782
8;-0.860787473976612;0.1752704639946262;3.395503747487068
9;-0.8600271412277222;0.17568000107401763;3.4058873685216904
10;-0.8588739609670639;0.17581985840176056;3.366266422653198
11;-0.859743655679226;0.17310677649280581;3.3602109285116195
12;-0.862275235877037;0.1696097585428319;3.2922486876296997
13;-0.8608210064554215;0.17682523545645207;3.3269105673027037
14;-0.8613460354042053;0.17663826772220723;3.29665959646225
