Episode;AvgDrag;AvgLift;AvgRecircArea
1;-0.9303950071334839;-0.46611255407333374;2.00779390335083
2;-0.9460802447676658;-0.3112657914726935;2.538150970983505
3;-0.8916268361258507;-0.14453179381310957;3.3433739869880674
4;-0.8762742762351036;-0.029352644335531804;3.4241986390542984
5;-0.8705311231422425;0.14372426050828682;3.121484279565811
6;-0.8719512413549423;0.060788649855505375;3.4435772053468225
7;-0.863705843834877;0.1440316293039699;3.4079205897498133
8;-0.8597968316650391;0.17383715512636613;3.412282350523472
9;-0.861222313849926;0.16870853913084954;3.3469644406032564
10;-0.8600362229466438;0.1796533414296224;3.348649922847748
11;-0.8602025945591927;0.17863048211989851;3.3324295045757295
12;-0.8606718251824379;0.17873674434686035;3.3290559126996992
13;-0.8631036820316315;0.17415162477132587;3.2394263375711443
14;-0.8600462849712371;0.17617893559279385;3.3098891959762575
