Episode;AvgDrag;AvgLift;AvgRecircArea
1;-1.0672792196273804;-0.6941033005714417;0.6247178316116333
2;-0.9482849644684792;-0.2926253711207034;2.4774066592407227
3;-0.8844679244661331;-0.08601245165457362;3.4115825360631944
4;-0.8770128338813782;-0.011845300172616462;3.3417305681037903
5;-0.871860343735218;0.13878083247754622;3.042538753957748
6;-0.871779898648262;0.05073459511589474;3.4520032638168336
7;-0.8644131899929046;0.14395210348253026;3.4137948471307755
8;-0.8608999978709221;0.17423966383662468;3.4078384567189217
9;-0.8606881649398803;0.18398821147843497;3.371461858673096
10;-0.8571291275429725;0.18070690139446757;3.388320461292267
11;-0.8605980480194092;0.17659917522434496;3.3273254123091696
12;-0.8606805304217339;0.17619963974027195;3.3125331507349016
13;-0.862127122309208;0.17529621096215153;3.279250797095299
14;-0.8618297190165519;0.17547991234963528;3.263943714566231
