Episode;AvgDrag;AvgLift;AvgRecircArea
1;-0.9822534322738647;-0.3517318367958069;1.9870524406433105
2;-0.953324791791439;-0.29754979038109347;2.348007952914238
3;-0.887340699493885;-0.1164922609119114;3.3430909532785416
4;-0.876440444457531;-0.019710957174062533;3.34935184466362
5;-0.8714961469006538;0.13526255207791824;3.0768606375360488
6;-0.8724464941477775;0.06281009903211535;3.431551586575508
7;-0.8639732608246803;0.14336279881040817;3.4206283409404756
8;-0.8591125298237801;0.1775027930502247;3.4407598751974104
9;-0.8582238232326508;0.1817083344062802;3.406923548407555
10;-0.8598267697811127;0.17521664608081453;3.346649821398258
11;-0.8598496688270569;0.17894629049891664;3.3319288632822035
12;-0.8612863586735725;0.17642384420719057;3.2840297892141344
13;-0.8611995297336579;0.17728658661250898;3.2921102523899077
14;-0.8615362206888199;0.17661306202821317;3.2786781590557097
