Episode;AvgDrag;AvgLift;AvgRecircArea
1;-1.0397034883499146;-0.30022791028022766;1.1282479763031006
2;-0.9488493916678429;-0.28477986472908334;2.4386302926969528
3;-0.888521099627018;-0.11915711231739268;3.3199681035852433
4;-0.8760602426958084;-0.0272953639373248;3.4534504115390776
5;-0.8717227915215492;0.12946579893249452;3.0638703356075285
6;-0.8725406837034225;0.054733261335615645;3.427889350953102
7;-0.8627596061563492;0.14611609058061353;3.449345987672806
8;-0.8611148642659188;0.17098122802823623;3.3993856605672836
9;-0.85862893378973;0.17895380237529884;3.414607102308273
10;-0.8586475496149063;0.1781386937468953;3.404973679585457
11;-0.8591918384552002;0.1794508594740578;3.3547607294535635
12;-0.8607218206357956;0.17746181878927514;3.3257319957780838
13;-0.8600207298445701;0.18204241420427336;3.3293544476985932
14;-0.8607003053164483;0.17311421653217637;3.2964604287445547
