Episode;AvgDrag;AvgLift;AvgRecircArea
1;-1.063489556312561;-0.1820881962776184;1.7737632989883423
2;-0.9488826681113243;-0.3018807950137389;2.4698610721826553
3;-0.8829766322994232;-0.08008092584458026;3.297082860608101
4;-0.877536721856594;-0.021655329902459126;3.3385749367904665
5;-0.872953897395134;0.12627768431875622;3.053111938428879
6;-0.8730641641902923;0.061363911145105775;3.423604831724167
7;-0.8651557543420791;0.1450832731401061;3.3477317565107345
8;-0.8583543629741669;0.17816229016959667;3.4582779621696473
9;-0.8600635898327827;0.17918341514237224;3.385406605718136
10;-0.8609240969491005;0.1777335447234256;3.337096053376198
11;-0.8593642839574814;0.1712819154124995;3.3637322300195693
12;-0.8609470403981209;0.17915851544031058;3.3095161162281035
13;-0.8608383765721321;0.1800889771499019;3.305487148098946
14;-0.8622617493510246;0.1731499465658536;3.2856189802455904
