Episode;AvgDrag;AvgLift;AvgRecircArea
1;-1.0394287109375;-0.30136218667030334;1.1272906064987183
2;-0.9414902963542938;-0.3169611252919602;2.737239398226738
3;-0.8864409659719468;-0.11261042573613306;3.3198873997318743
4;-0.8784855024075509;-0.04049785514644951;3.368848693509102
5;-0.871276785185337;0.14455128537205753;3.083056135120392
6;-0.8721937716460227;0.06399914067220126;3.418384648525715
7;-0.8640545566916465;0.14292211877781613;3.4176275842905044
8;-0.8603163849401474;0.1751196606466585;3.4001211993551252
9;-0.8608185816669464;0.18105211548095204;3.3660607629597186
10;-0.8591557802915573;0.1794018695066322;3.364956346273422
11;-0.8606500211930275;0.17806578939174128;3.3278114340019225
12;-0.8598033588862419;0.17912514448886302;3.345133925538063
13;-0.861974923567772;0.1817219651755388;3.279030150642395
14;-0.8619202677035331;0.1768604063657712;3.2914149842500686
