Episode;AvgDrag;AvgLift;AvgRecircArea
1;-0.9623434543609619;-0.3947111964225769;2.0255229473114014
2;-0.9512298883724213;-0.301889825920031;2.5626002344107626
3;-0.887643607032299;-0.0997102808586916;3.240863877439499
4;-0.8773626108622551;-0.027485230354857632;3.341893341052532
5;-0.8736046889281273;0.14316549435285142;2.9894664182019235
6;-0.8721791365361213;0.06290643004879297;3.4313348116254807
7;-0.865484621629715;0.1303909276284046;3.390947549023628
8;-0.8602850552344322;0.17528175490639303;3.4216701302433012
9;-0.8587339392066002;0.1871607283547049;3.4257854034781454
10;-0.8598490610790253;0.1751397582475096;3.355608942670822
11;-0.8602828756713867;0.17506257617673254;3.3282559291410445
12;-0.8618152063512802;0.18130588437301806;3.291296679711342
13;-0.8622501757311821;0.16682280764868046;3.292175454695225
14;-0.8613557726740837;0.1754700966464728;3.3000528466141223
