Episode;AvgDrag;AvgLift;AvgRecircArea
1;-1.0814276933670044;-0.15885965526103973;1.2971677780151367
2;-0.9307142980003357;-0.2536157254401453;2.749696762714386
3;-0.8838648840498924;-0.08192532414473266;3.3785259060287474
4;-0.8760850272798538;-0.0007800609148174772;3.331350760154724
5;-0.8712222220945358;0.13574189117240953;3.0917208821201325
6;-0.872398587038517;0.05675457850776671;3.4275157202720643
7;-0.863446117362976;0.14583699096316013;3.4148770263051986
8;-0.8586983033227921;0.16797430054301862;3.4734924872517587
9;-0.8606728786921501;0.184897095689673;3.3791576297283172
10;-0.8572158961248398;0.18030569357993081;3.395793718805313
11;-0.8592698542761803;0.17846370443920298;3.3401801238536835
12;-0.8594837880921364;0.17440358363925582;3.3450535563206674
13;-0.8611024600315094;0.17405772901170657;3.3029971027851106
14;-0.8620101359081268;0.1758017447951094;3.277787823996544
