Episode;AvgDrag;AvgLift;AvgRecircArea
1;-0.9401529431343079;-0.44391295313835144;2.024275779724121
2;-0.945844382174015;-0.29019967823833637;2.466154576730728
3;-0.8894362217473983;-0.09069361724923848;3.2489515036726
4;-0.8764895011591911;-0.01786220684754915;3.3912747163927555
5;-0.8709089208865166;0.13671877608964475;3.080135491132736
6;-0.8720264912390709;0.05844413082929757;3.433110755007267
7;-0.8640118588399887;0.14929648840938783;3.404731641982794
8;-0.8601351259422302;0.1767231702203965;3.414590858502388
9;-0.8591583593535423;0.18168763558261214;3.3810242897844316
10;-0.8599978407835961;0.17887616144924773;3.3573057776212694
11;-0.8582124795675278;0.1788600634731004;3.4016607418227194
12;-0.8614554163146019;0.1782492788753884;3.3060492231225966
13;-0.8616314180636406;0.17256277806861908;3.271517177286148
14;-0.8606250072026252;0.18128717590376386;3.283647835612297
