Episode;AvgDrag;AvgLift;AvgRecircArea
1;-1.1072511672973633;-0.09093532711267471;1.4289041757583618
2;-0.9522222327828407;-0.30416338960671435;2.503237198929787
3;-0.8868395202684403;-0.10488141613678836;3.251437720298767
4;-0.8771186285281182;-0.02725963239821636;3.3784612296390533
5;-0.8701210729432106;0.14776956128713267;3.080038939552307
6;-0.8725060616970062;0.05523534621745472;3.4311202052998544
7;-0.863486941268444;0.14412956865767482;3.4395560480976104
8;-0.8603791201782227;0.17330797995749775;3.419646112551689
9;-0.8604417200231552;0.17938225780168432;3.3572180672740934
10;-0.8590565112686157;0.1780104780119183;3.3676168551683427
11;-0.8607790360999107;0.17640071246195235;3.3193877253508566
12;-0.8600599362707138;0.1762397421599942;3.3426005834913255
13;-0.8606376736593246;0.17377759291671335;3.335597986741066
14;-0.8611093291115761;0.173420419172775;3.2790142270970346
