Episode;AvgDrag;AvgLift;AvgRecircArea
1;-1.2772433757781982;-0.32369402050971985;0.3786531984806061
2;-0.9580465729641915;-0.2704773456457449;2.3658881125211715
3;-0.8858382154965401;-0.14355939910111784;3.5164574865984917
4;-0.8766674805736542;-0.024895162812209673;3.3991075375032427
5;-0.8715556858873368;0.1427372317202718;3.0883254612076283
6;-0.8726963357281685;0.04861318137914508;3.4326520474481583
7;-0.8645410300660133;0.140308084945858;3.400238891196251
8;-0.8602750480794906;0.173942184017041;3.4079296457338333
9;-0.8585785771369934;0.18209040541530702;3.3878860160923003
10;-0.8585241009640694;0.17517898615625688;3.353115849633217
11;-0.8615881193137169;0.17732719260678337;3.2986441779398916
12;-0.8602092377567291;0.17732664868834253;3.3491818753051756
13;-0.8604506392765046;0.18185698927769306;3.323443105969429
14;-0.8602387190318107;0.1753830576226217;3.32168632121563
