Episode;AvgDrag;AvgLift;AvgRecircArea
1;-1.1332452297210693;-0.6132020950317383;0.5134561061859131
2;-0.942199990170002;-0.29100184677386487;2.5431380475759506
3;-0.8905707203793526;-0.09309410546450153;3.188646155896187
4;-0.8776120810508728;-0.03090565893069781;3.3989382549381255
5;-0.87228303576231;0.13524266812028363;3.054987979798317
6;-0.8720084111618995;0.05216662028663819;3.447328181481361
7;-0.8634105381894112;0.14902890180990916;3.4605626942873
8;-0.8589735212182998;0.17786654374024133;3.43347440489769
9;-0.8606448611354828;0.18663581082197242;3.3420493766236303
10;-0.8602960002303124;0.17854944080538174;3.3454205458641053
11;-0.8608644968152046;0.17202605844631835;3.3173053249835966
12;-0.8597445920729637;0.17789650104340166;3.3308516309070586
13;-0.8604147900390625;0.17678760260296578;3.306233561706543
14;-0.86197799741745;0.16986716002432556;3.285625424852371
