Episode;AvgDrag;AvgLift;AvgRecircArea
1;-1.0484200716018677;-0.26607418060302734;1.1507705450057983
2;-0.941861900472641;-0.281032354070353;2.4804505400681496
3;-0.892330969119072;-0.11040426882455333;3.200545186364651
4;-0.8776300945591926;-0.037627292536670576;3.391143807001114
5;-0.8707554180240631;0.14212869870661352;3.0930298835897445
6;-0.8725269819951057;0.058429466276829226;3.4153220168161393
7;-0.86205143866539;0.15336988417211686;3.457153999414444
8;-0.8600071460103988;0.17788854774348292;3.421017289469242
9;-0.8610342743110657;0.1751469932482962;3.343096718673706
10;-0.8595057851076127;0.17841213625540053;3.34033072435379
11;-0.8588598423337936;0.18062611731926037;3.3691324514245986
12;-0.8619065767335892;0.1694997579187247;3.297150401506424
13;-0.861824663875103;0.17615850477415604;3.2733167429828645
14;-0.8607755845355988;0.1732192572691894;3.3003343662571907
