Episode;AvgDrag;AvgLift;AvgRecircArea
1;-1.0223422050476074;-0.3821394145488739;1.0454829931259155
2;-0.9558619006443023;-0.2854252277552939;2.374484483704567
3;-0.8907314189052582;-0.07932519107032313;3.2165645555257796
4;-0.8760227034282684;-0.019919939593356868;3.3851885621905327
5;-0.8699193952727318;0.12090047359399497;3.1528325571250915
6;-0.8718738746476173;0.06456347429566264;3.42526421318531
7;-0.8646053129458428;0.14873572763590667;3.4126446559095385
8;-0.8605312871289253;0.17450204176392406;3.40994672501564
9;-0.8583030772209167;0.18781021559035058;3.393766468374729
10;-0.8607588523221016;0.1736123698453931;3.341791737561226
11;-0.8601221178364754;0.17800364449694403;3.322887594575882
12;-0.8616121395325661;0.18092902702102553;3.277669603279829
13;-0.86089106392622;0.17340310093404113;3.3338968251132965
14;-0.8613231165337563;0.17051678267805837;3.2898929113388062
