Episode;AvgDrag;AvgLift;AvgRecircArea
1;-0.9250466823577881;-0.47845327854156494;1.9901994466781616
2;-0.96066329195261;-0.320606506453222;2.2939190085172654
3;-0.8868237622117996;-0.09970382537368037;3.325185484262705
4;-0.8780780272054672;-0.032392418840178724;3.4013639682602883
5;-0.8696333570671082;0.12008388611893561;3.154194570593834
6;-0.8721809443449974;0.0636590802495987;3.421516178331375
7;-0.8637453388428689;0.15119859819735343;3.406467298591137
8;-0.8603377361321449;0.17165639161382398;3.4094196096467972
9;-0.8593819680953025;0.1817460632287615;3.3988870645570755
10;-0.85941102091074;0.1781611289642926;3.3536925104188917
11;-0.860644915907383;0.17387585421338678;3.2916619106960296
12;-0.861205417702198;0.17496840314083384;3.3282104663801193
13;-0.8613362006258964;0.17285013249774814;3.2920451883530615
14;-0.8617913600444793;0.17964649680282804;3.284651228032112
